channel_index,graspnet_ref,ln_affine,ln_affine_adapter,ln_adapter
200,0.3097602128982544,0.03435886651277542,0.011964133940637112,0.011964133940637112
201,0.31145310401916504,0.06301503628492355,0.018902666866779327,0.018902666866779327
202,0.2847857177257538,0.015884218737483025,0.007342249620705843,0.007342249620705843
203,0.05039320886135101,0.05554501712322235,0.004992982372641563,0.004992982372641563
204,0.006939846556633711,0.009986993856728077,0.011511841788887978,0.011511841788887978
205,0.0984417274594307,0.019223159179091454,0.006544376257807016,0.006544376257807016
206,0.4853416681289673,0.050721753388643265,0.0041754101403057575,0.0041754101403057575
207,1.137758493423462,0.057265330106019974,0.009705327451229095,0.009705327451229095
208,0.18549753725528717,0.07346987724304199,0.009313344955444336,0.009313344955444336
209,0.909245491027832,0.04016105830669403,0.008189083077013493,0.008189083077013493
210,0.6227936148643494,0.023394547402858734,0.009166727773845196,0.009166727773845196
211,0.31184300780296326,0.030383916571736336,0.01541465986520052,0.01541465986520052
212,0.31506234407424927,0.08829201757907867,0.009495219215750694,0.009495219215750694
213,0.3776097595691681,0.04865976423025131,0.009427196346223354,0.009427196346223354
214,0.054043784737586975,0.012580759823322296,0.006876818370074034,0.006876818370074034
215,0.1978788822889328,0.0416959710419178,0.008351827971637249,0.008351827971637249
216,0.19106441736221313,0.02853800170123577,0.010270575061440468,0.010270575061440468
217,0.1141444519162178,0.03137282282114029,0.01812327466905117,0.01812327466905117
218,0.4831482768058777,0.06059877201914787,0.014491825364530087,0.014491825364530087
219,0.15422123670578003,0.03537870943546295,0.008278647437691689,0.008278647437691689
220,0.04437757283449173,0.03673819825053215,0.012220853939652443,0.012220853939652443
221,0.15080496668815613,0.04911594092845917,0.015819750726222992,0.015819750726222992
222,0.6007729768753052,0.055369872599840164,0.013926781713962555,0.013926781713962555
223,0.0,0.018743177875876427,0.0203752089291811,0.0203752089291811
224,0.2929728329181671,0.03855036944150925,0.006634051445871592,0.006634051445871592
225,0.005092854145914316,0.019353140145540237,0.01057908684015274,0.01057908684015274
226,0.15028512477874756,0.05347941070795059,0.006731730420142412,0.006731730420142412
227,0.34429073333740234,0.04479534924030304,0.005486058071255684,0.005486058071255684
228,0.16400553286075592,0.05150561407208443,0.015310688875615597,0.015310688875615597
229,0.37030449509620667,0.04468176141381264,0.01340838149189949,0.01340838149189949
230,0.013452007435262203,0.06255748122930527,0.01666531153023243,0.01666531153023243
231,0.06582703441381454,0.03593776747584343,0.013816779479384422,0.013816779479384422
232,0.11793999373912811,0.09689786285161972,0.013795298524200916,0.013795298524200916
233,0.14532765746116638,0.08645876497030258,0.008960407227277756,0.008960407227277756
234,0.13663429021835327,0.03027213178575039,0.012389935553073883,0.012389935553073883
235,0.020065603777766228,0.027385320514440536,0.020796161144971848,0.020796161144971848
236,0.14807036519050598,0.026970185339450836,0.018115419894456863,0.018115419894456863
237,0.25015759468078613,0.025540124624967575,0.004286978859454393,0.004286978859454393
238,0.17550387978553772,0.058234505355358124,0.012404599227011204,0.012404599227011204
239,0.14441317319869995,0.0528334341943264,0.005226803012192249,0.005226803012192249
240,0.042483679950237274,0.0357915461063385,0.012781851924955845,0.012781851924955845
241,0.030028341338038445,0.04205622896552086,0.009971734136343002,0.009971734136343002
242,0.08026165515184402,0.03590377792716026,0.0068833972327411175,0.0068833972327411175
243,0.10038071870803833,0.03841741755604744,0.007613801397383213,0.007613801397383213
244,0.11020181328058243,0.022508345544338226,0.0049721598625183105,0.0049721598625183105
245,0.2819582521915436,0.04528225213289261,0.009111443534493446,0.009111443534493446
246,0.331203430891037,0.047700248658657074,0.004191882908344269,0.004191882908344269
247,0.05611472576856613,0.037204477936029434,0.01272914744913578,0.01272914744913578
248,0.03485816717147827,0.02262665517628193,0.009276148863136768,0.009276148863136768
249,0.04591510444879532,0.04060683399438858,0.006898402702063322,0.006898402702063322
250,0.028589481487870216,0.07487771660089493,0.023259902372956276,0.023259902372956276
251,0.10198818147182465,0.04334663227200508,0.005464344285428524,0.005464344285428524
252,0.0023362452629953623,0.05173446238040924,0.023549001663923264,0.023549001663923264
253,0.06293470412492752,0.0491633415222168,0.006716015748679638,0.006716015748679638
254,0.0,0.026928678154945374,0.024801643565297127,0.024801643565297127
255,0.23524489998817444,0.02517632767558098,0.009416495449841022,0.009416495449841022
